Date,Platform,Post_ID,Post Type,Likes,Comments,Shares,Impressions,Followers,Audience Age,Audience Gender,Audience Location,Sentiment,Reach,Engagement Rate
11/20/2023,Facebook,Post_70,Text,215,39,275,66697,94921,51,Female,Guam,Neutral,2268,24.03
12/17/2023,Instagram,Post_84,Image,367,78,365,19737,63331,64,Male,China,Negative,1324,75.3
8/17/2023,Instagram,Post_99,Video,20,39,332,34111,179173,44,Other,Angola,Negative,1873,58.62
5/31/2023,Twitter,Post_93,Text,749,105,313,72590,40365,29,Other,Albania,Neutral,605,123.97
9/16/2023,Instagram,Post_10,Image,318,17,383,68269,44232,49,Other,Argentina,Neutral,4976,11.15
6/29/2023,Twitter,Post_76,Image,592,81,65,58085,32967,53,Male,Algeria,Neutral,1350,95.93
10/2/2023,Facebook,Post_54,Image,46,115,151,92964,73685,24,Male,United States Virgin Islands,Negative,4513,20.92
12/31/2023,Instagram,Post_77,Video,257,40,191,16982,171400,36,Male,Bouvet Island (Bouvetoya),Positive,2027,51.01
10/10/2023,Instagram,Post_80,Text,937,292,301,6562,170344,38,Male,Zimbabwe,Positive,3313,43.98
12/9/2023,Instagram,Post_82,Text,499,29,176,54359,166951,26,Other,Papua New Guinea,Positive,3076,28.97
3/4/2023,Instagram,Post_77,Video,72,66,304,53724,79415,25,Female,Uzbekistan,Positive,854,155.04
6/26/2023,Facebook,Post_11,Text,915,203,117,91470,55728,49,Other,Marshall Islands,Positive,4379,23.52
7/11/2023,Facebook,Post_78,Carousel,632,38,254,59963,26155,53,Male,Paraguay,Neutral,4873,23.8
2/16/2023,Twitter,Post_4,Text,403,158,262,5260,39480,54,Female,Nigeria,Positive,2804,39.12
6/26/2023,Facebook,Post_11,Video,359,210,91,91185,12811,61,Male,Chile,Positive,589,91.34
2/22/2023,Twitter,Post_57,Image,742,51,229,95197,44428,45,Female,Paraguay,Positive,2981,46.6
1/27/2023,Facebook,Post_87,Video,116,194,83,44518,21310,32,Male,Gambia,Positive,3372,41.76
5/15/2023,Instagram,Post_69,Carousel,835,206,293,12105,188534,36,Female,Qatar,Positive,755,51.39
1/9/2023,Facebook,Post_24,Text,712,238,96,43272,46600,37,Female,Madagascar,Negative,3349,18.93
1/2/2023,Twitter,Post_78,Image,839,165,170,33828,43063,19,Other,Canada,Negative,1680,63.87
9/16/2023,Instagram,Post_30,Image,381,177,416,76869,85426,38,Male,Thailand,Negative,4388,20.99
10/5/2023,Facebook,Post_15,Image,457,54,341,6580,59090,41,Female,Bahamas,Neutral,1965,73.84
10/10/2023,Facebook,Post_88,Image,886,67,481,14420,27543,41,Female,Estonia,Neutral,1133,83.41
7/16/2023,Twitter,Post_4,Carousel,860,31,38,53971,21085,65,Female,Lesotho,Negative,2882,15.79
8/18/2023,Twitter,Post_3,Video,73,121,403,47525,38257,35,Male,Reunion,Negative,2473,46.34
7/13/2023,Facebook,Post_83,Carousel,836,113,93,35386,36600,38,Male,Rwanda,Negative,2167,32.99
4/29/2023,Twitter,Post_77,Image,882,206,367,21052,28859,36,Female,South Georgia and the South Sandwich Islands,Negative,4425,13.79
12/26/2023,Twitter,Post_28,Carousel,404,19,59,91145,39589,35,Male,French Polynesia,Negative,586,71.16
7/15/2023,Facebook,Post_13,Image,176,238,233,19635,13512,49,Male,Bouvet Island (Bouvetoya),Negative,1714,27.71
7/6/2023,Facebook,Post_37,Image,653,197,375,30943,89188,62,Male,Saint Helena,Negative,4856,20.74
7/4/2023,Facebook,Post_100,Image,825,99,142,81311,12916,54,Female,Yemen,Negative,1054,82.83
11/6/2023,Twitter,Post_98,Text,456,25,186,93778,26282,31,Male,Spain,Neutral,749,63.42
3/2/2023,Facebook,Post_1,Video,159,220,381,80861,96730,19,Female,Falkland Islands (Malvinas),Negative,3979,22.97
1/23/2023,Instagram,Post_14,Text,944,132,78,6064,97089,37,Male,Anguilla,Negative,2053,56.94
12/15/2023,Twitter,Post_19,Text,386,46,360,43238,31517,64,Male,Portugal,Negative,2007,61.14
10/10/2023,Facebook,Post_16,Carousel,64,50,50,53057,94481,44,Female,Ecuador,Negative,4352,25.67
10/13/2023,Twitter,Post_58,Text,391,230,319,1909,32599,60,Other,Venezuela,Negative,2372,28.92
8/3/2023,Twitter,Post_7,Text,830,133,319,59160,38831,61,Other,Mauritania,Negative,1069,93.64
9/8/2023,Twitter,Post_38,Text,80,188,132,72756,18823,65,Female,Zambia,Neutral,1343,74.09
3/16/2023,Instagram,Post_32,Video,640,250,355,37523,191272,56,Male,Tuvalu,Neutral,2890,8.65
1/9/2023,Facebook,Post_84,Video,458,131,218,92829,38964,60,Other,Togo,Negative,1123,52.8
2/10/2023,Instagram,Post_70,Image,610,206,284,12277,128197,46,Male,Antarctica (the territory South of 60 deg S),Positive,4170,27.91
3/11/2023,Instagram,Post_92,Text,309,162,163,87394,41489,55,Female,Norway,Positive,3568,32.09
2/18/2023,Twitter,Post_35,Video,234,206,11,15358,31696,23,Female,Saudi Arabia,Positive,2321,11.93
4/5/2023,Twitter,Post_66,Text,621,163,497,41837,44325,56,Other,Portugal,Positive,3989,8.67
12/11/2023,Instagram,Post_15,Carousel,316,285,72,56956,32587,48,Female,United Arab Emirates,Negative,3680,8.56
7/7/2023,Instagram,Post_20,Image,701,149,135,58278,33884,42,Male,Bahrain,Negative,4470,7.34
8/10/2023,Twitter,Post_64,Text,187,69,285,50613,45397,47,Other,Aruba,Negative,2786,30.26
1/20/2023,Facebook,Post_94,Video,971,195,288,10598,82597,51,Female,Kenya,Negative,844,65.17
2/28/2023,Facebook,Post_60,Video,762,190,462,25492,74788,29,Female,Sierra Leone,Negative,892,95.29
3/28/2023,Facebook,Post_28,Carousel,275,70,308,94408,66328,36,Other,Turks and Caicos Islands,Negative,3070,29.54
3/5/2023,Facebook,Post_26,Text,70,278,165,17471,77499,28,Male,Martinique,Positive,3479,23.11
7/24/2023,Instagram,Post_96,Image,885,222,453,23185,41858,39,Male,Netherlands,Positive,570,157.02
7/25/2023,Instagram,Post_12,Video,23,174,462,56429,161554,63,Male,Sri Lanka,Neutral,2258,42.43
2/25/2023,Facebook,Post_39,Image,971,170,119,12747,98483,47,Male,Libyan Arab Jamahiriya,Positive,2999,12.64
7/5/2023,Twitter,Post_9,Image,637,135,245,65123,25809,32,Female,Guadeloupe,Positive,1651,39.67
4/1/2023,Twitter,Post_100,Image,84,133,199,90498,29619,52,Other,Libyan Arab Jamahiriya,Positive,3712,35.59
7/19/2023,Instagram,Post_98,Video,805,136,139,76341,160513,49,Male,Aruba,Positive,4344,32.83
5/7/2023,Instagram,Post_59,Video,808,119,486,76192,173782,26,Other,Slovakia (Slovak Republic),Neutral,2880,9.86
8/27/2023,Twitter,Post_20,Text,978,27,99,98208,49799,30,Other,Luxembourg,Neutral,3562,6.34
3/11/2023,Instagram,Post_86,Image,380,66,192,80902,174070,42,Male,Spain,Negative,2760,40.69
10/24/2023,Facebook,Post_12,Text,534,219,50,15738,56730,23,Female,Anguilla,Negative,3713,19.01
7/12/2023,Twitter,Post_73,Video,661,17,460,86931,21441,52,Male,Malta,Negative,2311,21.59
3/3/2023,Instagram,Post_13,Video,757,11,44,21550,95798,48,Other,Iran,Neutral,2334,18.29
7/31/2023,Instagram,Post_34,Image,479,151,276,25643,166628,58,Other,Egypt,Positive,2449,31.77
10/27/2023,Twitter,Post_76,Text,720,257,349,56590,5536,50,Other,Slovenia,Positive,3123,12.9
10/13/2023,Twitter,Post_86,Carousel,595,296,41,34761,5315,19,Male,Chad,Neutral,3433,16.37
4/14/2023,Facebook,Post_40,Video,925,83,200,41230,69327,52,Other,Heard Island and McDonald Islands,Negative,2023,57.04
7/31/2023,Instagram,Post_12,Video,790,121,205,52019,28431,61,Female,Senegal,Neutral,643,156.3
11/24/2023,Twitter,Post_57,Carousel,480,62,383,71515,13690,53,Male,New Zealand,Negative,4347,24.2
4/26/2023,Twitter,Post_39,Image,333,179,442,75403,19495,47,Female,Nicaragua,Neutral,2446,13.49
12/3/2023,Twitter,Post_98,Video,220,271,136,11208,35825,35,Other,Iceland,Positive,1775,34.87
5/5/2023,Twitter,Post_41,Image,383,219,92,37012,10262,65,Other,Djibouti,Positive,4986,22.28
3/8/2023,Instagram,Post_22,Text,244,289,364,67322,157491,24,Male,Qatar,Positive,3043,37.5
10/1/2023,Facebook,Post_21,Text,370,257,378,15194,74522,42,Other,Colombia,Positive,2188,46.34
3/26/2023,Twitter,Post_54,Image,425,157,61,7940,8502,51,Female,Nicaragua,Positive,2251,28.57
12/14/2023,Facebook,Post_59,Video,825,154,476,96439,37486,49,Male,Indonesia,Positive,703,208.53
12/25/2023,Facebook,Post_96,Text,387,57,128,15790,16654,49,Male,Syrian Arab Republic,Positive,888,51.91
2/13/2023,Facebook,Post_80,Carousel,661,25,91,87407,88178,38,Other,Equatorial Guinea,Positive,536,255.97
5/30/2023,Twitter,Post_94,Video,945,190,490,21357,34800,41,Male,Singapore,Positive,1989,32.38
4/6/2023,Instagram,Post_3,Video,866,86,425,46217,116967,24,Female,Syrian Arab Republic,Positive,1765,32.01
8/3/2023,Facebook,Post_39,Text,479,85,364,38378,94595,20,Male,Senegal,Positive,3458,32.16
6/11/2023,Facebook,Post_4,Image,707,110,493,71124,44015,28,Female,Congo,Positive,2609,26.52
6/14/2023,Facebook,Post_41,Carousel,169,279,434,71240,92249,48,Male,Japan,Positive,808,175.87
3/18/2023,Instagram,Post_76,Video,703,27,87,98370,61095,64,Other,Western Sahara,Positive,3258,29.53
5/12/2023,Twitter,Post_86,Carousel,139,152,35,97029,11302,37,Male,Pakistan,Positive,870,142.64
10/16/2023,Instagram,Post_28,Carousel,823,292,149,20284,45918,37,Other,Bahrain,Positive,3761,8.59
9/2/2023,Twitter,Post_93,Image,305,182,52,72908,45968,20,Female,Georgia,Neutral,4618,12.08
7/17/2023,Twitter,Post_72,Text,472,113,143,35231,43992,48,Male,United States Virgin Islands,Neutral,4208,15.3
12/3/2023,Twitter,Post_10,Carousel,743,111,97,39528,11177,49,Other,Egypt,Positive,3636,26.95
8/19/2023,Twitter,Post_20,Text,73,236,150,67771,49287,42,Other,Panama,Neutral,1031,22.11
8/29/2023,Facebook,Post_2,Image,713,13,156,84233,91910,65,Female,Mayotte,Neutral,2045,56.58
4/15/2023,Twitter,Post_72,Text,656,56,171,51850,22779,45,Male,Algeria,Neutral,2914,11.15
10/16/2023,Instagram,Post_16,Text,758,59,300,59828,129000,52,Female,Guadeloupe,Neutral,4247,16.46
12/15/2023,Twitter,Post_63,Image,161,271,277,83681,38427,35,Female,Lithuania,Neutral,4245,17.64
1/6/2023,Facebook,Post_79,Video,163,37,254,44872,74221,23,Male,Hong Kong,Neutral,2939,24.74
12/20/2023,Facebook,Post_92,Text,492,124,181,60857,44530,34,Other,Poland,Neutral,4005,11.69
10/1/2023,Facebook,Post_57,Text,915,115,394,62088,56788,61,Male,Switzerland,Neutral,4320,23.54
12/30/2023,Twitter,Post_71,Video,430,251,453,21336,6201,61,Other,Senegal,Neutral,3697,26.21
10/7/2023,Facebook,Post_28,Image,714,216,213,36484,76899,52,Female,Bolivia,Neutral,2292,57.68
7/14/2023,Instagram,Post_29,Text,630,180,366,84467,49443,47,Female,San Marino,Neutral,3320,42.35
8/12/2023,Facebook,Post_42,Carousel,884,24,309,47333,24853,22,Male,Belgium,Positive,1652,72.03
5/15/2023,Facebook,Post_58,Text,828,39,207,43508,87789,47,Male,Micronesia,Positive,2539,38.24
10/21/2023,Twitter,Post_8,Video,501,159,383,73003,37040,51,Male,Vietnam,Positive,2252,22.29
6/28/2023,Instagram,Post_19,Text,681,276,342,26367,44247,57,Male,Heard Island and McDonald Islands,Negative,1327,116.5
10/28/2023,Instagram,Post_61,Video,496,286,493,64467,157666,57,Female,Saint Kitts and Nevis,Negative,646,96.59
4/11/2023,Instagram,Post_86,Text,541,199,326,63847,184004,41,Female,Sweden,Negative,2424,5.32
8/26/2023,Facebook,Post_59,Text,985,36,465,22974,89746,46,Other,Faroe Islands,Negative,4424,8.73
11/15/2023,Instagram,Post_62,Carousel,980,23,258,37623,42994,23,Female,Equatorial Guinea,Negative,4637,23.64
4/14/2023,Twitter,Post_14,Video,240,209,124,44341,41422,47,Male,Nepal,Negative,1842,12.98
4/20/2023,Facebook,Post_7,Text,418,9,340,36875,58324,35,Male,Albania,Neutral,1934,41.83
2/27/2023,Instagram,Post_63,Image,328,193,65,39495,49524,60,Female,Niue,Neutral,2390,45.06
5/7/2023,Instagram,Post_69,Text,47,271,373,51517,142324,43,Male,Niger,Negative,4595,20.46
2/7/2023,Facebook,Post_16,Text,6,63,104,95197,39564,41,Female,Moldova,Negative,3074,34.78
6/26/2023,Facebook,Post_5,Video,287,298,258,10336,87788,55,Male,Malta,Negative,1679,66.23
10/18/2023,Twitter,Post_45,Text,110,113,270,77664,40378,56,Male,Austria,Neutral,4075,10.6
3/24/2023,Facebook,Post_12,Text,61,32,418,31415,37486,20,Other,Tuvalu,Neutral,1115,81.43
9/7/2023,Facebook,Post_35,Video,890,268,437,49214,19686,51,Female,Russian Federation,Neutral,1853,59.69
12/6/2023,Twitter,Post_17,Text,825,260,312,42811,49868,30,Female,Czech Republic,Neutral,3553,28.79
2/15/2023,Twitter,Post_32,Carousel,110,80,29,93998,48110,47,Other,Japan,Positive,3268,33.32
7/30/2023,Facebook,Post_36,Image,61,249,14,75067,60502,28,Other,Congo,Positive,3580,11.7
3/26/2023,Instagram,Post_52,Carousel,974,22,44,5597,45673,18,Female,Denmark,Positive,1252,91.45
12/14/2023,Twitter,Post_49,Carousel,134,182,66,64377,46907,44,Other,Barbados,Negative,4511,19.73
10/19/2023,Instagram,Post_51,Carousel,227,103,100,50358,166848,38,Other,Guatemala,Negative,4096,13.77
3/23/2023,Twitter,Post_32,Carousel,499,7,233,80586,9751,19,Female,Algeria,Negative,2043,65.05
12/21/2023,Instagram,Post_2,Image,530,242,214,90891,59728,52,Female,Cape Verde,Negative,4322,24.13
2/14/2023,Twitter,Post_39,Image,701,57,235,83837,19220,27,Female,Svalbard & Jan Mayen Islands,Negative,3538,8.76
9/16/2023,Facebook,Post_9,Carousel,268,286,19,29424,39653,18,Other,Finland,Negative,1552,79.19
7/11/2023,Twitter,Post_11,Text,40,146,292,24989,9705,55,Male,China,Negative,1831,28.62
6/9/2023,Instagram,Post_23,Video,491,269,109,82390,107608,63,Other,Oman,Negative,4980,13.94
6/10/2023,Instagram,Post_2,Carousel,315,49,113,7448,56634,44,Male,Lebanon,Neutral,1393,46.95
2/25/2023,Facebook,Post_41,Video,304,131,67,30463,16654,22,Other,Russian Federation,Negative,1262,24.48
8/5/2023,Instagram,Post_81,Carousel,415,65,1,68271,104306,48,Male,French Guiana,Neutral,3013,41.75
5/27/2023,Facebook,Post_20,Video,954,224,19,51466,60502,52,Female,Argentina,Positive,1044,91.76
2/23/2023,Twitter,Post_85,Image,236,114,109,27555,33990,28,Male,Cambodia,Positive,2499,30.45
6/27/2023,Facebook,Post_22,Carousel,449,74,472,85817,87297,44,Other,Azerbaijan,Positive,872,84.63
7/29/2023,Facebook,Post_78,Text,48,157,306,66764,89557,65,Female,Cayman Islands,Positive,4877,14.5
1/13/2023,Instagram,Post_96,Carousel,499,263,223,78074,51087,21,Male,Tokelau,Positive,2071,56.88
1/14/2023,Facebook,Post_42,Text,657,248,314,93400,16212,50,Male,Dominica,Negative,4290,19.32
3/9/2023,Twitter,Post_81,Carousel,785,127,432,41714,15409,65,Male,Korea,Neutral,2877,40.11
2/6/2023,Instagram,Post_12,Text,666,183,292,97434,47604,34,Female,Liberia,Neutral,1181,91.11
9/18/2023,Twitter,Post_17,Text,547,253,232,28667,26256,26,Female,Namibia,Neutral,2256,11.08
12/7/2023,Instagram,Post_2,Image,524,201,225,16932,73820,33,Other,Madagascar,Neutral,1864,47.42
8/21/2023,Twitter,Post_58,Carousel,47,65,170,77879,20498,18,Male,Switzerland,Positive,2841,46.78
2/14/2023,Instagram,Post_19,Text,774,110,339,36841,135673,25,Female,Faroe Islands,Positive,2788,27.58
2/26/2023,Twitter,Post_58,Carousel,311,179,218,21087,14193,51,Female,Poland,Positive,3421,2.6
3/14/2023,Facebook,Post_31,Video,734,61,478,47302,57301,48,Other,Andorra,Positive,522,195.02
5/31/2023,Twitter,Post_23,Carousel,786,252,482,13683,43336,44,Male,Myanmar,Negative,3706,27.85
6/14/2023,Instagram,Post_46,Image,890,134,84,92945,149034,34,Male,Lebanon,Negative,4522,24.06
11/2/2023,Instagram,Post_23,Video,202,207,356,16693,160902,23,Male,Papua New Guinea,Negative,4239,11.94
5/5/2023,Facebook,Post_56,Video,126,107,453,25078,80351,41,Male,Papua New Guinea,Negative,2266,44.57
5/4/2023,Twitter,Post_47,Video,242,19,458,90980,21424,18,Other,Senegal,Positive,3798,23.91
5/11/2023,Instagram,Post_39,Carousel,140,101,302,25346,109710,31,Other,Palestinian Territory,Positive,1801,53.69
3/11/2023,Instagram,Post_48,Image,255,34,301,86057,197738,33,Female,Afghanistan,Positive,2238,44.55
8/17/2023,Facebook,Post_41,Video,307,48,59,75073,19755,45,Male,San Marino,Positive,3717,33.49
10/11/2023,Instagram,Post_24,Video,832,288,127,83252,101227,25,Other,Ghana,Positive,3612,33.64
7/25/2023,Instagram,Post_32,Image,429,209,122,10631,86404,50,Male,Cocos (Keeling) Islands,Neutral,4313,22.98
10/9/2023,Instagram,Post_84,Video,926,242,143,1689,101648,20,Other,Cook Islands,Negative,4129,11.16
4/1/2023,Facebook,Post_8,Image,795,202,398,69723,90541,37,Female,Reunion,Positive,2944,8.49
1/9/2023,Facebook,Post_54,Carousel,219,253,152,42595,77780,52,Other,Greenland,Neutral,3959,25.21
8/2/2023,Instagram,Post_51,Video,583,268,69,67701,45202,19,Female,Cyprus,Neutral,4950,5.27
8/29/2023,Twitter,Post_82,Text,934,85,235,81342,17649,59,Male,Bhutan,Negative,4616,24.55
12/14/2023,Twitter,Post_44,Carousel,131,199,447,46557,42491,19,Female,Bouvet Island (Bouvetoya),Negative,2908,17.81
9/11/2023,Facebook,Post_20,Image,686,127,221,29588,24140,64,Female,Turkmenistan,Neutral,4035,25.23
10/29/2023,Instagram,Post_92,Image,472,88,398,29534,92530,32,Female,Romania,Negative,4165,18.01
6/8/2023,Twitter,Post_39,Image,916,281,451,39076,8586,36,Female,Sao Tome and Principe,Positive,4527,27.19
8/28/2023,Twitter,Post_61,Image,75,146,94,35977,31144,38,Male,South Georgia and the South Sandwich Islands,Negative,2301,25.95
12/31/2023,Instagram,Post_83,Image,872,39,467,75133,197729,39,Male,Bahrain,Negative,2042,19.05
7/28/2023,Twitter,Post_32,Video,799,185,185,45331,9244,62,Male,Lebanon,Neutral,4663,30.11
1/14/2023,Facebook,Post_59,Image,942,265,406,52497,68611,58,Male,Cameroon,Neutral,4339,24.18
6/14/2023,Facebook,Post_64,Text,423,235,313,93393,46610,46,Female,Reunion,Negative,3756,38.6
9/10/2023,Facebook,Post_59,Video,856,267,468,84494,60272,45,Female,Australia,Negative,2545,47.62
9/24/2023,Twitter,Post_1,Image,837,210,187,63455,12138,52,Female,Russian Federation,Neutral,1524,83.14
12/9/2023,Twitter,Post_63,Text,258,54,256,96063,22021,50,Female,Saint Martin,Neutral,4982,22.84
3/15/2023,Instagram,Post_11,Carousel,508,112,368,39720,70525,59,Other,Tuvalu,Positive,4455,22.56
3/8/2023,Twitter,Post_5,Video,837,37,404,20871,7006,60,Male,Iceland,Neutral,2047,17.59
2/26/2023,Twitter,Post_31,Image,886,202,27,3988,37841,55,Female,Tokelau,Negative,4462,11.79
5/19/2023,Facebook,Post_73,Text,41,166,329,78234,29874,36,Male,Maldives,Neutral,3814,18.64
5/25/2023,Facebook,Post_78,Text,525,222,496,95282,60790,21,Female,Belarus,Positive,3040,31.78
4/4/2023,Twitter,Post_23,Image,969,128,493,58832,29120,65,Female,Finland,Positive,3253,21.43
2/22/2023,Instagram,Post_36,Image,148,282,260,19882,188922,42,Female,Greece,Positive,1726,31.34
4/18/2023,Facebook,Post_5,Image,972,252,57,11157,78470,31,Male,El Salvador,Positive,1956,45.86
5/9/2023,Twitter,Post_96,Carousel,378,154,140,37900,13954,36,Female,Switzerland,Positive,3916,27.96
7/1/2023,Instagram,Post_56,Text,796,270,23,40496,140599,63,Male,Ireland,Negative,4623,23.34
10/15/2023,Facebook,Post_14,Text,290,156,66,87274,12023,49,Female,Tuvalu,Negative,2656,28.43
2/10/2023,Facebook,Post_13,Image,473,78,57,20461,34205,58,Male,Iran,Negative,4904,32.16
6/16/2023,Instagram,Post_87,Text,239,255,253,87241,144295,47,Male,Hungary,Negative,3986,21.42
12/23/2023,Facebook,Post_46,Video,474,209,152,65852,10949,40,Female,Netherlands,Negative,3185,22.98
11/25/2023,Twitter,Post_41,Video,306,275,308,65735,34226,50,Female,Uzbekistan,Negative,4821,24.48
9/25/2023,Instagram,Post_99,Image,82,61,93,54574,69230,31,Female,Nigeria,Neutral,915,146.67
7/24/2023,Twitter,Post_32,Video,484,266,142,2437,23694,46,Other,Tajikistan,Neutral,4720,30.78
6/21/2023,Instagram,Post_20,Image,16,30,132,92150,143281,24,Male,Svalbard & Jan Mayen Islands,Positive,4371,25.69
8/16/2023,Facebook,Post_41,Text,15,161,287,16793,41955,65,Female,Antigua and Barbuda,Positive,654,47.09
10/20/2023,Instagram,Post_43,Carousel,685,207,236,82772,39656,33,Other,North Macedonia,Positive,2155,21.16
5/27/2023,Twitter,Post_1,Image,382,56,226,81193,24841,57,Female,Comoros,Positive,806,109.55
10/16/2023,Instagram,Post_6,Text,123,272,440,11716,30531,63,Male,Morocco,Negative,3434,20.76
7/15/2023,Instagram,Post_20,Image,778,240,139,98792,115450,35,Male,Nicaragua,Negative,2269,40.19
7/30/2023,Twitter,Post_72,Carousel,857,17,491,94250,43063,61,Male,Algeria,Negative,2420,30.62
2/24/2023,Instagram,Post_51,Image,157,53,389,92107,186765,43,Male,Australia,Negative,4697,23.29
11/24/2023,Instagram,Post_81,Video,439,110,338,26957,156664,47,Female,Mauritania,Neutral,4263,27.75
12/9/2023,Twitter,Post_43,Image,271,74,260,88525,36111,44,Male,Algeria,Neutral,4315,31.08
12/7/2023,Twitter,Post_31,Image,486,279,248,1600,33171,50,Female,Anguilla,Neutral,4868,24.51
6/13/2023,Instagram,Post_49,Image,662,133,376,13420,173449,55,Other,Colombia,Neutral,1906,52.1
7/16/2023,Twitter,Post_66,Text,410,91,268,61113,45866,37,Female,Yemen,Negative,4645,9.04
4/27/2023,Instagram,Post_74,Video,196,58,54,70507,120816,64,Other,Jersey,Negative,4874,9.99
3/30/2023,Twitter,Post_65,Text,785,77,274,19519,21271,39,Female,Panama,Negative,2268,42.2
8/14/2023,Twitter,Post_29,Text,610,132,131,67032,38898,65,Female,Holy See (Vatican City State),Neutral,4218,26.72
10/19/2023,Facebook,Post_23,Carousel,858,11,478,49550,12410,61,Female,Hungary,Neutral,710,199.01
5/4/2023,Instagram,Post_16,Text,709,250,343,98424,124285,37,Female,Solomon Islands,Neutral,4254,6.79
3/2/2023,Facebook,Post_99,Text,444,18,190,59511,45446,63,Female,Denmark,Neutral,3881,22.44
9/13/2023,Facebook,Post_70,Image,340,198,220,94547,25689,63,Other,Jamaica,Neutral,1115,53.99
7/13/2023,Facebook,Post_70,Carousel,416,274,260,28848,89366,52,Other,Nauru,Positive,1205,108.22
9/9/2023,Facebook,Post_97,Video,23,189,31,56768,20087,52,Male,Guinea,Neutral,4636,7.87
1/21/2023,Facebook,Post_87,Text,376,250,195,90491,32085,37,Other,Maldives,Neutral,4537,17.65
7/11/2023,Instagram,Post_48,Image,242,244,99,89330,97131,52,Male,Greece,Neutral,976,105.53
